Organization,Year,Language,Bytes
microsoft,2019,JavaScript,764106
microsoft,2019,Scala,387193
microsoft,2019,PowerShell,147909
microsoft,2019,Python,8720
microsoft,2019,CSS,7101
microsoft,2019,Batchfile,6288
microsoft,2019,Shell,3925
microsoft,2019,Dockerfile,2716
microsoft,2019,HTML,564
microsoft,2019,C,4133466
microsoft,2019,C++,2369797
microsoft,2019,Python,118705
microsoft,2019,Assembly,88909
microsoft,2019,CMake,63198
microsoft,2019,Pawn,3772
microsoft,2019,BitBake,2495
microsoft,2019,Batchfile,65
microsoft,2019,Makefile,21
microsoft,2019,C#,375938
microsoft,2019,Batchfile,3069
microsoft,2019,Dockerfile,224
microsoft,2019,C#,191256
microsoft,2019,HTML,10174
microsoft,2019,JavaScript,10127
microsoft,2019,CSS,942
microsoft,2019,ASP.NET,110
microsoft,2019,Python,63690
microsoft,2019,C,417786
microsoft,2019,Makefile,24051
microsoft,2019,TypeScript,1090890
microsoft,2019,JavaScript,5214
microsoft,2019,TypeScript,25316
microsoft,2019,Less,2397
microsoft,2019,Dockerfile,807
microsoft,2019,JavaScript,2828639
microsoft,2019,CSS,16763
microsoft,2019,HTML,1285
microsoft,2019,C#,161742
microsoft,2019,HTML,14852
microsoft,2019,JavaScript,10318
microsoft,2019,CSS,2626
microsoft,2019,ASP.NET,111
microsoft,2019,HTML,3901537
microsoft,2019,C++,158188
microsoft,2019,Perl,34719
microsoft,2019,JavaScript,9781
microsoft,2019,TypeScript,2894
microsoft,2019,C++,222490
microsoft,2019,C#,2182
microsoft,2019,C,1861
microsoft,2019,C++,435694
microsoft,2019,CMake,5140
microsoft,2019,C,188
microsoft,2019,C#,246122
microsoft,2019,Dockerfile,1155
microsoft,2019,Mustache,1108
microsoft,2019,C#,3925921
microsoft,2019,PowerShell,205200
microsoft,2019,CSS,44575
microsoft,2019,Shell,7352
microsoft,2019,ASP.NET,2230
microsoft,2019,Batchfile,1124
microsoft,2019,TypeScript,118073
microsoft,2019,JavaScript,7318
microsoft,2019,HTML,139
microsoft,2019,PowerShell,15921
microsoft,2019,Python,61634
microsoft,2019,JavaScript,76812
microsoft,2019,HTML,30958
microsoft,2019,CSS,4123
microsoft,2019,Procfile,16
microsoft,2019,C#,1088729
microsoft,2019,Smalltalk,140728
microsoft,2019,Visual Basic .NET,4140
microsoft,2019,C#,471762
microsoft,2019,PowerShell,23542
microsoft,2019,PowerShell,280948
microsoft,2019,HTML,275622
microsoft,2019,TypeScript,260657
microsoft,2019,JavaScript,163279
microsoft,2019,CSS,81039
microsoft,2019,TypeScript,479002
microsoft,2019,JavaScript,8505
microsoft,2019,Dockerfile,2309
microsoft,2019,Shell,615
microsoft,2019,C++,3902009
microsoft,2019,Python,1418515
microsoft,2019,TLA,196690
microsoft,2019,TypeScript,140015
microsoft,2019,CMake,80019
microsoft,2019,Shell,38020
microsoft,2019,JavaScript,15117
microsoft,2019,Roff,11229
microsoft,2019,Jinja,4141
microsoft,2019,C,1363
microsoft,2019,Dockerfile,388
microsoft,2019,C++,5645
microsoft,2019,Python,2963
microsoft,2019,Python,1595700
microsoft,2019,Shell,21662
microsoft,2019,Java,137527
microsoft,2019,JavaScript,1849
microsoft,2019,Batchfile,752
microsoft,2019,C++,12884
microsoft,2019,TypeScript,3345
microsoft,2019,JavaScript,1437
microsoft,2019,Python,1256
microsoft,2019,Python,544054
microsoft,2019,Shell,2401
microsoft,2019,HTML,1421
microsoft,2019,PowerShell,13411
microsoft,2019,PowerShell,15008
microsoft,2019,PowerShell,7731
microsoft,2019,TypeScript,121439
microsoft,2019,JavaScript,9545
microsoft,2019,C#,15756
microsoft,2019,Python,201948
microsoft,2019,JavaScript,7293
microsoft,2019,Dockerfile,2754
microsoft,2019,Shell,1088
microsoft,2019,C#,6117
microsoft,2019,Rust,1479823
microsoft,2019,Python,64598
microsoft,2019,C,43262
microsoft,2019,Makefile,26399
microsoft,2019,Yacc,14271
microsoft,2019,Shell,5944
microsoft,2019,PowerShell,1584
microsoft,2019,Lex,812
microsoft,2019,Python,405078
microsoft,2019,Python,456
microsoft,2019,HTML,163
microsoft,2019,JavaScript,635
microsoft,2019,Go,991
microsoft,2019,Java,782
microsoft,2019,C++,1335004
microsoft,2019,C#,108271
microsoft,2019,Batchfile,51199
microsoft,2019,Shell,26536
microsoft,2019,CMake,26118
microsoft,2019,TSQL,21101
microsoft,2019,Java,16043
microsoft,2019,C,8618
microsoft,2019,Go,1389947
microsoft,2019,Python,9356
microsoft,2019,Shell,1884
microsoft,2019,Makefile,405
microsoft,2019,Starlark,273
microsoft,2019,Go,62854
microsoft,2019,C++,3861492
microsoft,2019,C,882613
microsoft,2019,HLSL,15129
microsoft,2019,C#,1873002
microsoft,2019,Rich Text Format,47655
microsoft,2019,PowerShell,31893
microsoft,2019,HTML,5217
microsoft,2019,Batchfile,3535
microsoft,2019,C++,3201
microsoft,2019,C,2493
microsoft,2019,C#,813
microsoft,2019,PHP,565
microsoft,2019,Shell,1751
microsoft,2019,Dockerfile,755
microsoft,2019,C++,224
microsoft,2019,Rust,494
microsoft,2019,TypeScript,79679
microsoft,2019,Less,2518
microsoft,2019,JavaScript,642
microsoft,2019,Python,8186
microsoft,2019,Dockerfile,282
microsoft,2019,C#,4673449
microsoft,2019,ANTLR,52925
microsoft,2019,Batchfile,4721
microsoft,2019,C#,3311
microsoft,2019,C++,2242
microsoft,2019,C,1361
microsoft,2019,Python,69278
microsoft,2019,C++,356244
microsoft,2019,CMake,3273
microsoft,2019,C,533
microsoft,2019,C#,10430
microsoft,2019,CSS,5275
microsoft,2019,HTML,3676
microsoft,2019,Shell,916
microsoft,2019,Dockerfile,163
microsoft,2019,Rust,407015
microsoft,2019,C,306856
microsoft,2019,C++,172867
microsoft,2019,C#,125618
microsoft,2019,Python,84560
microsoft,2019,CMake,8344
microsoft,2019,TypeScript,40528
microsoft,2019,JavaScript,11724
microsoft,2019,Python,54783
microsoft,2019,Shell,42
microsoft,2019,C++,196390
microsoft,2019,CMake,4338
microsoft,2019,C++,47974
microsoft,2019,CMake,6117
microsoft,2019,C,1652
microsoft,2019,C#,8329424
microsoft,2019,C++,4400023
microsoft,2019,C,139884
microsoft,2019,PowerShell,114628
microsoft,2019,JavaScript,11105
microsoft,2019,HTML,9750
microsoft,2019,Rich Text Format,9666
microsoft,2019,HLSL,3261
microsoft,2019,Batchfile,2300
microsoft,2019,Makefile,1408
microsoft,2019,Python,97460
microsoft,2019,Shell,512
microsoft,2019,C#,167891
microsoft,2019,ShaderLab,720
microsoft,2019,Jupyter Notebook,21101
microsoft,2019,Python,2884
microsoft,2019,PowerShell,1974
microsoft,2019,Shell,234
microsoft,2019,C#,2257423
microsoft,2019,ShaderLab,332328
microsoft,2019,GLSL,65726
microsoft,2019,HLSL,10250
microsoft,2019,Smalltalk,6
microsoft,2019,TypeScript,21422
microsoft,2019,C#,17109
microsoft,2019,HTML,2557
microsoft,2019,JavaScript,662
microsoft,2019,TypeScript,10218
microsoft,2019,JavaScript,1881
microsoft,2019,PowerShell,32149
microsoft,2019,TypeScript,20365
microsoft,2019,JavaScript,2885
microsoft,2019,TypeScript,41588
microsoft,2019,SCSS,1835
microsoft,2019,JavaScript,1571
microsoft,2019,HTML,385
microsoft,2019,TypeScript,3247
microsoft,2019,JavaScript,1485
microsoft,2019,HTML,187
microsoft,2019,SCSS,131
microsoft,2019,C#,164626
microsoft,2019,JavaScript,9612
microsoft,2019,HTML,9482
microsoft,2019,CSS,1027
microsoft,2019,ASP.NET,117
microsoft,2019,Python,235504
microsoft,2019,Shell,29
microsoft,2019,HTML,4506594
microsoft,2019,Jupyter Notebook,429782
microsoft,2019,Python,39328
microsoft,2019,TypeScript,63206
microsoft,2019,JavaScript,3898
microsoft,2019,HTML,1731
microsoft,2019,CSS,554
microsoft,2019,Jupyter Notebook,3956693
microsoft,2019,Python,418213
microsoft,2019,Batchfile,755
microsoft,2019,Python,106634
microsoft,2019,Python,136738
microsoft,2019,Shell,2550
microsoft,2019,Jupyter Notebook,25369
microsoft,2019,Python,18536
microsoft,2019,Shell,1252
microsoft,2019,Python,11368
microsoft,2019,Shell,806
microsoft,2019,Python,12664
microsoft,2019,Python,3767
microsoft,2019,C#,141626
microsoft,2019,SCSS,16521
microsoft,2019,CSS,13525
microsoft,2019,JavaScript,11079
microsoft,2019,Shell,6833
microsoft,2019,HTML,5640
microsoft,2019,Ruby,1912
microsoft,2019,Makefile,462
microsoft,2019,Dockerfile,406
microsoft,2019,TypeScript,3367
microsoft,2019,JavaScript,3353
microsoft,2019,SCSS,207
microsoft,2019,HTML,184
microsoft,2019,PowerShell,59374
microsoft,2019,Dockerfile,1460
microsoft,2019,C,1219331479
microsoft,2019,Assembly,9809099
microsoft,2019,Shell,4555258
microsoft,2019,Makefile,2499949
microsoft,2019,Python,2361576
microsoft,2019,Perl,1247102
microsoft,2019,Rust,655416
microsoft,2019,C++,232919
microsoft,2019,Roff,193387
microsoft,2019,SmPL,158347
microsoft,2019,Yacc,128084
microsoft,2019,Lex,68783
microsoft,2019,Awk,44362
microsoft,2019,UnrealScript,17737
microsoft,2019,Gherkin,9606
microsoft,2019,Linker Script,9579
microsoft,2019,M4,3329
microsoft,2019,MATLAB,2482
microsoft,2019,Clojure,2178
microsoft,2019,XS,1239
microsoft,2019,sed,379
microsoft,2019,JavaScript,6339
microsoft,2019,Python,286530
microsoft,2019,Shell,36482
microsoft,2019,Perl,5233
microsoft,2019,C#,113681
microsoft,2019,C++,86080
microsoft,2019,PowerShell,62087
microsoft,2019,C,5635
microsoft,2019,PowerShell,12300
microsoft,2019,PowerShell,85132
microsoft,2019,PowerShell,18669
microsoft,2019,Go,25898
microsoft,2019,Dockerfile,225
microsoft,2019,Batchfile,90
microsoft,2019,PowerShell,134631
microsoft,2019,C#,190937
microsoft,2019,TypeScript,606701
microsoft,2019,HTML,283523
microsoft,2019,JavaScript,2895
microsoft,2019,Shell,1189
microsoft,2019,TypeScript,109035
microsoft,2019,SCSS,10536
microsoft,2019,JavaScript,1690
microsoft,2019,CSS,1035
microsoft,2019,TypeScript,129090
microsoft,2019,JavaScript,2408
microsoft,2019,Dockerfile,1517
microsoft,2019,C#,1026
microsoft,2019,PowerShell,176186
microsoft,2019,PowerShell,12087
microsoft,2019,C#,2858799
microsoft,2019,Python,93511
microsoft,2019,Cython,2280
microsoft,2019,TypeScript,100343
microsoft,2019,JavaScript,69
microsoft,2019,TypeScript,65721
microsoft,2019,C#,567844
microsoft,2019,C#,12503
microsoft,2019,Go,104221117
microsoft,2019,Makefile,529
microsoft,2019,TypeScript,12828
microsoft,2019,HTML,7701
microsoft,2019,JavaScript,68
microsoft,2019,C#,30059
microsoft,2019,Rust,78792
microsoft,2019,Shell,4866
microsoft,2019,Python,107589
microsoft,2019,TypeScript,98917
microsoft,2019,JavaScript,2584
microsoft,2019,Makefile,658
microsoft,2019,JavaScript,6976
microsoft,2019,Shell,57
microsoft,2019,Jupyter Notebook,221371
microsoft,2019,Python,105042
microsoft,2019,Python,1838590
microsoft,2019,Jupyter Notebook,707410
microsoft,2019,Haskell,352806
microsoft,2019,C++,226479
microsoft,2019,TeX,199211
microsoft,2019,F#,57596
microsoft,2019,PowerShell,33903
microsoft,2019,Shell,23602
microsoft,2019,MLIR,15010
microsoft,2019,Cuda,11630
microsoft,2019,TypeScript,9642
microsoft,2019,Julia,7555
microsoft,2019,Batchfile,3731
microsoft,2019,CMake,3681
microsoft,2019,Futhark,2539
microsoft,2019,Dockerfile,1112
microsoft,2019,Perl,874
microsoft,2019,C#,780
microsoft,2019,HTML,693
microsoft,2019,Forth,6
microsoft,2019,TypeScript,455027
microsoft,2019,JavaScript,23107
microsoft,2019,Shell,59
microsoft,2019,Makefile,48
microsoft,2019,Batchfile,38
microsoft,2019,Python,96875
microsoft,2019,Shell,866
microsoft,2019,C#,1587454
microsoft,2019,PowerShell,52296
microsoft,2019,C,8363
microsoft,2019,Shell,3359
microsoft,2019,Batchfile,908
microsoft,2019,Python,134282
microsoft,2019,C#,1919682
microsoft,2019,CSS,187256
microsoft,2019,PowerShell,40306
microsoft,2019,HTML,4042
microsoft,2019,TypeScript,18154
microsoft,2019,SystemVerilog,269610
microsoft,2019,Stata,19681
microsoft,2019,Verilog,16577
microsoft,2019,Tcl,3086
microsoft,2019,C#,478309
microsoft,2019,PowerShell,3008
microsoft,2019,HTML,336
microsoft,2019,Batchfile,21
microsoft,2019,C,712081
microsoft,2019,C++,120558
microsoft,2019,CMake,39107
microsoft,2019,Roff,3926
microsoft,2019,Dockerfile,1630
microsoft,2019,Python,185896
microsoft,2019,Shell,173
microsoft,2019,Python,188039
microsoft,2019,Shell,1070
microsoft,2019,Jupyter Notebook,1246747
microsoft,2019,Python,85718
microsoft,2019,Shell,3428
microsoft,2019,C#,1216383
microsoft,2019,TypeScript,570560
microsoft,2019,JavaScript,1739
microsoft,2019,Shell,70
microsoft,2019,PowerShell,210
microsoft,2019,PowerShell,42704
microsoft,2019,TypeScript,960611
microsoft,2019,SCSS,130153
microsoft,2019,JavaScript,111104
microsoft,2019,Dockerfile,1434
microsoft,2019,HTML,226
microsoft,2019,C++,870640
microsoft,2019,HTML,278336
microsoft,2019,C,215989
microsoft,2019,HLSL,26044
microsoft,2019,C,61299
microsoft,2019,PHP,31984
microsoft,2019,M4,516
microsoft,2019,JavaScript,408
microsoft,2019,Python,62771
microsoft,2019,Shell,5515
microsoft,2019,Dockerfile,986
microsoft,2019,Shell,7834
microsoft,2019,C#,131544
microsoft,2019,PowerShell,719329
microsoft,2019,Python,76360
microsoft,2019,Shell,1488
microsoft,2019,Python,97551
microsoft,2019,Cython,9096
microsoft,2019,Makefile,107
microsoft,2019,Python,72916
microsoft,2019,Python,206615
microsoft,2019,Shell,359
microsoft,2019,Python,23608
microsoft,2019,C#,624001
microsoft,2019,Jupyter Notebook,25383
microsoft,2019,TypeScript,2916890
microsoft,2019,JavaScript,152884
microsoft,2019,Objective-C,49764
microsoft,2019,Swift,28967
microsoft,2019,C++,26587
microsoft,2019,Ruby,8064
microsoft,2019,Kotlin,7969
microsoft,2019,PowerShell,5765
microsoft,2019,Shell,2727
microsoft,2019,C,502
microsoft,2019,MDX,48
microsoft,2019,Python,36495
microsoft,2019,PowerShell,328621
microsoft,2019,Python,47491
microsoft,2019,Jupyter Notebook,35698
microsoft,2019,Shell,62
microsoft,2019,C#,140868
microsoft,2019,TypeScript,24883
microsoft,2019,JavaScript,6118
microsoft,2019,HTML,144
microsoft,2019,C++,135827
microsoft,2019,CMake,3392
microsoft,2019,Go,10524962
microsoft,2019,C#,2322641
microsoft,2019,Java,2015868
microsoft,2019,C++,1107354
microsoft,2019,C,3067
microsoft,2019,Batchfile,740
microsoft,2019,C++,9945267
microsoft,2019,C#,2298645
microsoft,2019,PowerShell,2240664
microsoft,2019,C,1884320
microsoft,2019,Ada,89080
microsoft,2019,CMake,58640
microsoft,2019,Pascal,42411
microsoft,2019,Makefile,29859
microsoft,2019,HTML,29827
microsoft,2019,Shell,28150
microsoft,2019,DIGITAL Command Language,27305
microsoft,2019,JavaScript,21170
microsoft,2019,Assembly,16413
microsoft,2019,Roff,7799
microsoft,2019,Python,2176
microsoft,2019,SAS,1847
microsoft,2019,Module Management System,1545
microsoft,2019,M4,786
microsoft,2019,PowerShell,328095
microsoft,2019,JavaScript,14981
microsoft,2019,PowerShell,4642
microsoft,2019,Python,1306961
microsoft,2019,HTML,578095
microsoft,2019,JavaScript,564211
microsoft,2019,Shell,73509
microsoft,2019,CSS,49549
microsoft,2019,Dockerfile,7005
microsoft,2019,PLpgSQL,5722
microsoft,2019,Python,29072215
microsoft,2019,Jupyter Notebook,4386194
microsoft,2019,Shell,793178
microsoft,2019,Cuda,203684
microsoft,2019,C++,107673
microsoft,2019,Cython,62333
microsoft,2019,Lua,21192
microsoft,2019,HTML,6691
microsoft,2019,Batchfile,3220
microsoft,2019,Makefile,3064
microsoft,2019,Perl,2767
microsoft,2019,Mako,2289
microsoft,2019,C,1869
microsoft,2019,Dockerfile,330
microsoft,2019,C#,18410
microsoft,2019,TSQL,660
microsoft,2019,Shell,496
microsoft,2019,JavaScript,1280656
microsoft,2019,HTML,7558
microsoft,2019,CSS,5398
microsoft,2019,C++,1541170
microsoft,2019,C,62382
microsoft,2019,CMake,31205
microsoft,2019,JavaScript,9806
microsoft,2019,C#,9750
microsoft,2019,TypeScript,2642
microsoft,2019,AppleScript,801
microsoft,2019,Batchfile,300
microsoft,2019,Objective-C++,76
microsoft,2019,Python,4600111
microsoft,2019,Shell,56252
microsoft,2019,Perl,12743
microsoft,2019,Batchfile,12478
microsoft,2019,TypeScript,22905
microsoft,2019,TypeScript,295727
microsoft,2019,Shell,1705
microsoft,2019,TypeScript,2129859
microsoft,2019,JavaScript,552049
microsoft,2019,HTML,209803
microsoft,2019,CSS,3024
microsoft,2019,Python,1795
microsoft,2019,C,1053
microsoft,2019,Makefile,426
microsoft,2019,Shell,290
microsoft,2019,Go,86
microsoft,2019,PowerShell,82
microsoft,2019,TypeScript,8300
microsoft,2019,Makefile,69
microsoft,2019,TypeScript,43432
microsoft,2019,Makefile,69
microsoft,2019,Jupyter Notebook,62719
microsoft,2019,PowerShell,3175
microsoft,2019,Dockerfile,2602
microsoft,2019,Roff,7978410
microsoft,2019,C#,706913
microsoft,2019,PowerShell,133103
microsoft,2019,TypeScript,581567
microsoft,2019,XSLT,121124
microsoft,2019,JavaScript,5564
microsoft,2019,C#,234782
microsoft,2019,PowerShell,1030
microsoft,2019,PowerShell,24904
microsoft,2019,C#,407808
microsoft,2019,ShaderLab,64636
microsoft,2019,HLSL,9089
microsoft,2019,PowerShell,1404
microsoft,2019,TypeScript,27981
microsoft,2019,Makefile,82
microsoft,2019,TypeScript,35047
microsoft,2019,JavaScript,4916
microsoft,2019,C#,295920
microsoft,2019,JavaScript,39254
microsoft,2019,HTML,35663
microsoft,2019,PowerShell,17714
microsoft,2019,CSS,5622
microsoft,2019,ASP.NET,212
microsoft,2019,C#,217717
microsoft,2019,Shell,50780
microsoft,2019,Batchfile,10297
microsoft,2019,PowerShell,2008
microsoft,2019,Liquid,4595325
microsoft,2019,C#,828918
microsoft,2019,ANTLR,835
microsoft,2019,TypeScript,148190
microsoft,2019,JavaScript,2866
microsoft,2019,Shell,1260
microsoft,2019,Python,3190182
microsoft,2019,Shell,4213
microsoft,2019,PowerShell,3868
microsoft,2019,Dockerfile,3846
microsoft,2019,C#,184248
microsoft,2019,C#,164405
microsoft,2019,C#,40978
microsoft,2019,C#,3444033
microsoft,2019,Python,1484
microsoft,2019,Python,51309
microsoft,2019,Shell,348
microsoft,2019,C#,154919
microsoft,2019,HTML,19907
microsoft,2019,JavaScript,18974
microsoft,2019,PowerShell,13579
microsoft,2019,CSS,2996
microsoft,2019,Roff,2203
microsoft,2019,ASP,109
microsoft,2019,Python,151797
microsoft,2019,C#,112448
microsoft,2019,TypeScript,329403
microsoft,2019,JavaScript,152284
microsoft,2019,HTML,904069
microsoft,2019,Python,405815
microsoft,2019,Python,47425
microsoft,2019,Shell,332
microsoft,2019,TypeScript,25527558
microsoft,2019,JavaScript,2810843
microsoft,2019,HTML,346778
microsoft,2019,Dockerfile,18595
microsoft,2019,Shell,9459
microsoft,2019,Mustache,2983
microsoft,2019,Batchfile,183
microsoft,2019,HTML,41251
microsoft,2019,Python,7467
microsoft,2019,JavaScript,31155
microsoft,2019,TypeScript,25876
microsoft,2019,Python,115847
microsoft,2019,C++,24005631
microsoft,2019,Python,94334
microsoft,2019,CMake,50148
microsoft,2019,PowerShell,20619
microsoft,2019,Perl,12505
microsoft,2019,Shell,547
microsoft,2019,TypeScript,79515
microsoft,2019,JavaScript,6338
microsoft,2019,Shell,104
microsoft,2019,TypeScript,95197
microsoft,2019,HTML,5126
microsoft,2019,CSS,1220
microsoft,2019,JavaScript,1160
microsoft,2019,TypeScript,1102926
microsoft,2019,JavaScript,10764
microsoft,2019,HTML,4844
microsoft,2019,CSS,922
microsoft,2019,Handlebars,561
microsoft,2019,Python,166776
microsoft,2019,Python,148059
microsoft,2019,Makefile,3061
microsoft,2019,Shell,71
microsoft,2019,Python,170996
microsoft,2019,C++,11781
microsoft,2019,Cuda,11374
microsoft,2019,Shell,327
microsoft,2019,PowerShell,16983
microsoft,2019,JavaScript,166862
microsoft,2019,Python,5276
microsoft,2019,PowerShell,2269
microsoft,2019,TypeScript,100762
microsoft,2019,Q#,251047
microsoft,2019,Python,117101
microsoft,2019,C#,78215
microsoft,2019,Jupyter Notebook,11369
microsoft,2019,Makefile,336
microsoft,2019,TypeScript,64608
microsoft,2019,Go,12623
microsoft,2019,Shell,4293
microsoft,2019,Java,2155
microsoft,2019,JavaScript,1248
microsoft,2019,Batchfile,806
microsoft,2019,Dockerfile,426
microsoft,2019,Smarty,347
microsoft,2019,C#,328087
microsoft,2019,TypeScript,100549
microsoft,2019,PowerShell,66477
microsoft,2019,JavaScript,261
microsoft,2019,C#,281771
microsoft,2019,Batchfile,44274
microsoft,2019,NSIS,2952
microsoft,2019,VBScript,2277
microsoft,2019,PowerShell,236
microsoft,2019,Rust,134950804
microsoft,2019,C,1327615
microsoft,2019,TypeScript,25067
microsoft,2019,C++,9291
microsoft,2019,JavaScript,3666
microsoft,2019,HTML,839
microsoft,2019,HLSL,320
microsoft,2019,Batchfile,281
microsoft,2019,PowerShell,265
microsoft,2019,RenderScript,64
microsoft,2019,TypeScript,146210
microsoft,2019,JavaScript,5359
microsoft,2019,HTML,4151
microsoft,2019,Makefile,76
microsoft,2019,C++,178154
microsoft,2019,CMake,11265
microsoft,2019,C#,754013
microsoft,2019,JavaScript,108349
microsoft,2019,CSS,29684
microsoft,2019,C++,26458
microsoft,2019,Objective-C,21062
microsoft,2019,Ruby,18040
microsoft,2019,TypeScript,15152
microsoft,2019,Java,14150
microsoft,2019,Kotlin,5061
microsoft,2019,Starlark,4430
microsoft,2019,C,1760
microsoft,2019,HTML,1694
microsoft,2019,Objective-C++,1627
microsoft,2019,Dockerfile,148
microsoft,2019,C,53246
microsoft,2019,CMake,1048
microsoft,2019,Batchfile,675
microsoft,2019,Jupyter Notebook,173423
microsoft,2019,Python,52692
microsoft,2019,Python,18190
microsoft,2019,C#,468059
microsoft,2019,Shell,788
microsoft,2019,WDL,635
microsoft,2019,Batchfile,112
microsoft,2019,Python,6803
microsoft,2019,Python,94534
microsoft,2019,Shell,354
microsoft,2019,Python,50679
microsoft,2019,Batchfile,250
microsoft,2019,TypeScript,9398
microsoft,2019,PowerShell,33233
microsoft,2019,TypeScript,8705
microsoft,2019,JavaScript,5781
microsoft,2019,PowerShell,10359
microsoft,2019,Python,149132
microsoft,2019,Jupyter Notebook,19223
microsoft,2019,Shell,1670
microsoft,2019,Dockerfile,401
microsoft,2019,Pawn,7227578
microsoft,2019,C++,7004755
microsoft,2019,POV-Ray SDL,285222
microsoft,2019,C,147221
microsoft,2019,HLSL,142058
microsoft,2019,Assembly,110992
microsoft,2019,Pascal,96926
microsoft,2019,PowerShell,14325
microsoft,2019,C#,12424
microsoft,2019,Batchfile,12239
microsoft,2019,PHP,7506
microsoft,2019,Java,44911
microsoft,2019,Vue,3924
microsoft,2019,HTML,1834
microsoft,2019,JavaScript,846
microsoft,2019,Smalltalk,264
microsoft,2019,C#,79064
microsoft,2019,TypeScript,5092
microsoft,2019,PowerShell,693
microsoft,2019,JavaScript,399
microsoft,2019,C#,321872
microsoft,2019,TypeScript,91011
microsoft,2019,JavaScript,34421
microsoft,2019,PowerShell,2147
microsoft,2019,TypeScript,11623
microsoft,2019,Makefile,69
microsoft,2019,C++,796611
microsoft,2019,C,733
microsoft,2019,C#,3805139
microsoft,2019,C++,779288
microsoft,2019,Batchfile,23817
microsoft,2019,C,8431
microsoft,2019,PowerShell,7844
microsoft,2019,Jupyter Notebook,239536
microsoft,2019,Python,51190
microsoft,2019,PowerShell,1914
microsoft,2019,C#,518762
microsoft,2019,JavaScript,24350
microsoft,2019,Liquid,22103
microsoft,2019,HTML,2237
microsoft,2019,CSS,1996
microsoft,2019,Smalltalk,1
microsoft,2019,TypeScript,31273
microsoft,2019,JavaScript,2668
microsoft,2019,CSS,2298
microsoft,2019,HTML,293
microsoft,2019,Go,16298
microsoft,2019,Python,312309
microsoft,2019,C++,60986
microsoft,2019,Makefile,2079
microsoft,2019,Dockerfile,304
microsoft,2019,Shell,91
microsoft,2019,Jupyter Notebook,164376
microsoft,2019,C++,64738
microsoft,2019,C,112
microsoft,2019,C#,1390656
microsoft,2019,Bicep,34577
microsoft,2019,PowerShell,4211
microsoft,2019,Dockerfile,2649
microsoft,2019,Swift,149541
microsoft,2019,Swift,128757
microsoft,2019,Shell,798
microsoft,2019,Swift,90299
microsoft,2019,Swift,331758
microsoft,2019,C#,636496
microsoft,2019,MATLAB,25278
microsoft,2019,C#,112148
microsoft,2019,PowerShell,30124
microsoft,2019,Batchfile,183
microsoft,2019,Python,301138
microsoft,2019,Shell,4025
microsoft,2019,Dockerfile,1729
microsoft,2019,Handlebars,15056
microsoft,2019,JavaScript,5405
microsoft,2019,Dockerfile,896
microsoft,2019,C#,5437121
microsoft,2019,ShaderLab,92763
microsoft,2019,GLSL,23833
microsoft,2019,C#,57132
microsoft,2019,C++,48712
microsoft,2019,C,28375
microsoft,2019,CMake,18363
microsoft,2019,Shell,264
microsoft,2019,Python,58376
microsoft,2019,MATLAB,164621
microsoft,2019,C++,70633
microsoft,2019,C,539
microsoft,2019,C++,58800
microsoft,2019,CMake,29829
microsoft,2019,Batchfile,4099
microsoft,2019,C,485
microsoft,2019,TypeScript,8646
microsoft,2019,Makefile,69
microsoft,2019,Java,803484
microsoft,2019,TypeScript,399541
microsoft,2019,Shell,6301
microsoft,2019,JavaScript,6234
microsoft,2019,Python,88601
microsoft,2019,C++,413873
microsoft,2019,C,863
microsoft,2019,Batchfile,74
microsoft,2019,C++,28309
microsoft,2019,C#,3993
microsoft,2019,C,2784
microsoft,2019,PowerShell,1737
microsoft,2019,Ruby,31918
microsoft,2019,C,5356027
microsoft,2019,C++,2024637
microsoft,2019,Rust,679561
microsoft,2019,C#,497132
microsoft,2019,PowerShell,386437
microsoft,2019,Roff,161008
microsoft,2019,CMake,152166
microsoft,2019,Batchfile,31243
microsoft,2019,Shell,22781
microsoft,2019,Dockerfile,12284
microsoft,2019,PowerShell,208323
microsoft,2019,Python,81352
microsoft,2019,HTML,73054
microsoft,2019,C#,24408
microsoft,2019,JavaScript,20607
microsoft,2019,TypeScript,15708
microsoft,2019,Python,3570
microsoft,2019,FLUX,2233
microsoft,2019,PowerShell,893
microsoft,2019,Jupyter Notebook,754283
microsoft,2019,Python,370091
microsoft,2019,Shell,3852
microsoft,2019,R,1103
microsoft,2019,JavaScript,24004
microsoft,2019,HTML,884
microsoft,2019,C++,55252
microsoft,2019,Roff,268
microsoft,2019,C,88
microsoft,2019,C#,1386779
microsoft,2019,Batchfile,1488
microsoft,2019,PowerShell,17331
microsoft,2019,Shell,21865
microsoft,2019,Batchfile,13401
microsoft,2019,Python,10233
microsoft,2019,Python,112665
microsoft,2019,Python,188963
microsoft,2019,Shell,1663
microsoft,2019,C#,31030
microsoft,2019,ASP,108
microsoft,2019,Python,199267
microsoft,2019,Shell,299
microsoft,2019,TypeScript,32103
microsoft,2019,CSS,1849
microsoft,2019,HTML,337
microsoft,2019,TypeScript,207765
microsoft,2019,PowerShell,14583
microsoft,2019,HTML,13439
microsoft,2019,C#,7271
microsoft,2019,CSS,845
microsoft,2019,JavaScript,226
microsoft,2019,Thrift,61239
microsoft,2019,JavaScript,3199
microsoft,2019,Makefile,268
microsoft,2019,PHP,14105
microsoft,2019,JavaScript,342
microsoft,2019,TypeScript,274395
